0,0.5003644314868805,0.11764705882303421,0.9678571428571422
0,0.4285714285714286,0.0764331210188152,0.8964285714285708
10,0.4642857142857143,0.05970149253716025,0.7749999999999995
20,0.5,0.07619047619008508,0.9307142857142852
30,0.5357142857142857,0.06451612903176275,0.958571428571428
40,0.45845481049562686,0.17241379310294888,0.9657142857142851
50,0.4642857142857143,0.08653846153822856,0.8642857142857138
60,0.4642857142857143,0.17241379310294888,0.9657142857142851
70,0.49854227405247814,0.05459057071947367,0.7278571428571424
80,0.43658892128279886,0.09999999999958,0.9742857142857136
90,0.4198250728862974,0.12499999999971126,0.8999999999999995
100,0.4231049562682216,0.06711409395956128,0.8014285714285709
110,0.43258017492711376,0.06629834254129373,0.7585714285714281
120,0.43075801749271136,0.0521739130434004,0.5328571428571425
130,0.49854227405247814,0.05050505050491909,0.731428571428571
140,0.4642857142857143,0.07865168539299332,0.8828571428571422
150,0.4642857142857143,0.07100591715948687,0.8878571428571422
160,0.4289358600583091,0.08849557522086617,0.9264285714285708
170,0.4639212827988338,0.08536585365825343,0.8928571428571422
180,0.3932215743440234,0.12328767123256672,0.908571428571428
190,0.3924927113702624,0.06535947712388397,0.8978571428571422
200,0.40196793002915454,0.07058823529392216,0.8307142857142852
210,0.49161807580174927,0.06557377049130664,0.9592857142857136
220,0.4996355685131195,0.07999999999953208,0.9507142857142851
230,0.49271137026239065,0.048582995951215985,0.8321428571428566
240,0.4996355685131195,0.04240282685502963,0.6128571428571424
250,0.5102040816326531,0.05217391304326442,0.8442857142857138
260,0.4697521865889213,0.04434072345384578,0.41499999999999976
270,0.5411807580174928,0.03752931978103614,0.12071428571428564
280,0.5061953352769679,0.03928571428566554,0.2314285714285713
290,0.5229591836734694,0.041017227235394,0.1649999999999999
300,0.4267492711370262,0.04890604890597944,0.4721428571428568
310,0.44314868804664725,0.047091412742307714,0.5085714285714282
320,0.4806851311953353,0.049999999999545006,0.9457142857142851
17800,0.06596209912536444,0.23628691983101524,0.8707142857142851
17810,0.0641399416909621,0.24137931034461535,0.8742857142857137
